chunk_id,record_type,intent,category,subcategory,title,user_question,question_variants,chatbot_answer,detailed_context,procedure,fee_information,limit_information,eligibility,required_documents,channel,ussd_code,security_notice,escalation_condition,keywords,language,source_url,source_title,collected_at,confidence_score,validation_status
KB0190,faq,banking_uba,Visa,,Combien coûte un achat internet international ?,Combien coûte un achat internet international ?,Combien coûte un achat internet international ? | Combien coute un achat internet international ? | combien coûte un achat internet international  ?,"4,5% du montant selon la grille de la carte.","4,5% du montant selon la grille de la carte.",,,,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.","Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Visa, Combien coûte un achat internet international ?, banking_uba",fr,https://moovmoney.ga/carte-visa-uba-moov-money/,Combien coûte un achat internet international ?,2026-07-21,0.65,À valider
KB0191,faq,faq_bgfi,BGFI,,Puis-je retirer sans carte chez BGFIBank ?,Puis-je retirer sans carte chez BGFIBank ?,Puis-je retirer sans carte chez BGFIBank ? | puis-je retirer sans carte chez bgfibank  ?,"Oui, via le service Moov Money Banking dans le réseau de GAB BGFI.","Oui, via le service Moov Money Banking dans le réseau de GAB BGFI.",,,,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.","Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","BGFI, Puis-je retirer sans carte chez BGFIBank ?, faq_bgfi",fr,https://moovmoney.ga/moov-money-banking/,Puis-je retirer sans carte chez BGFIBank ?,2026-07-21,0.65,À valider
KB0192,faq,retrait_argent,BGFI,,Combien coûte le retrait BGFI ?,Combien coûte le retrait BGFI ?,Combien coûte le retrait BGFI ? | Combien coute le retrait BGFI ? | combien coûte le retrait bgfi  ?,3% de 5 000 à 165 000 FCFA puis 5 000 FCFA au-delà.,3% de 5 000 à 165 000 FCFA puis 5 000 FCFA au-delà.,,,,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.","Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","BGFI, Combien coûte le retrait BGFI ?, retrait_argent",fr,https://moovmoney.ga/moov-money-banking/,Combien coûte le retrait BGFI ?,2026-07-21,0.65,À valider
KB0193,faq,devenir_marchand,Marchand,,Comment devenir marchand standard ?,Comment devenir marchand standard ?,Comment devenir marchand standard ? | comment devenir marchand standard  ?,"Se rapprocher de la Division vente au CENACOM, constituer le dossier et obtenir une SIM liée à un code marchand.","Se rapprocher de la Division vente au CENACOM, constituer le dossier et obtenir une SIM liée à un code marchand.",,,,,,,,,"Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Marchand, Comment devenir marchand standard ?, devenir_marchand",fr,https://moovmoney.ga/devenir-marchand/,Comment devenir marchand standard ?,2026-07-21,0.65,À valider
KB0194,faq,devenir_marchand,Marchand,,Comment payer un marchand standard ?,Comment payer un marchand standard ?,Comment payer un marchand standard ? | comment payer un marchand standard  ?,"Choisir Paiement puis Marchand, saisir le code marchand, le montant et le PIN.","Choisir Paiement puis Marchand, saisir le code marchand, le montant et le PIN.",,,,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.","Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Marchand, Comment payer un marchand standard ?, devenir_marchand",fr,https://moovmoney.ga/devenir-marchand/,Comment payer un marchand standard ?,2026-07-21,0.65,À valider
KB0195,faq,depot_argent,Revendeur,,Quels documents faut-il pour devenir revendeur ?,Quels documents faut-il pour devenir revendeur ?,Quels documents faut-il pour devenir revendeur ? | quels documents faut-il pour devenir revendeur  ?,"Une pièce d’identité, la fiche circuit de l’activité, un contrat signé et un dépôt initial.","Une pièce d’identité, la fiche circuit de l’activité, un contrat signé et un dépôt initial.",,,,,,,,,"Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Revendeur, Quels documents faut-il pour devenir revendeur ?, depot_argent",fr,https://moovmoney.ga/devenir-revendeur/,Quels documents faut-il pour devenir revendeur ?,2026-07-21,0.65,À valider
KB0196,faq,devenir_revendeur_plus,Revendeur,,Qu’est-ce qu’un Revendeur Plus ?,Qu’est-ce qu’un Revendeur Plus ?,Qu’est-ce qu’un Revendeur Plus ? | qu’est-ce qu’un revendeur plus  ?,"Un revendeur bénéficiant d’une facilité d’approvisionnement en UV garantie, annoncée jusqu’à 500 000 FCFA.","Un revendeur bénéficiant d’une facilité d’approvisionnement en UV garantie, annoncée jusqu’à 500 000 FCFA.",,,,,,,,,"Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Revendeur, Qu’est-ce qu’un Revendeur Plus ?, devenir_revendeur_plus",fr,https://moovmoney.ga/devenir-revendeur/,Qu’est-ce qu’un Revendeur Plus ?,2026-07-21,0.65,À valider
KB0197,faq,devenir_revendeur_plus,Revendeur,,Quel code utilise le Revendeur Plus ?,Quel code utilise le Revendeur Plus ?,Quel code utilise le Revendeur Plus ? | quel code utilise le revendeur plus  ?,Le site indique *650# pour demander un approvisionnement automatique.,Le site indique *650# pour demander un approvisionnement automatique.,,,,,,,,,"Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Revendeur, Quel code utilise le Revendeur Plus ?, devenir_revendeur_plus",fr,https://moovmoney.ga/devenir-revendeur/,Quel code utilise le Revendeur Plus ?,2026-07-21,0.65,À valider
KB0198,faq,devenir_revendeur,Revendeur,,Comment approvisionner un compte revendeur chez BGFIBank ?,Comment approvisionner un compte revendeur chez BGFIBank ?,Comment approvisionner un compte revendeur chez BGFIBank ? | comment approvisionner un compte revendeur chez bgfibank  ?,"Présentez-vous en agence, renseignez le bordereau et votre numéro Moov Money dans le motif; l’agence vérifie puis crédite le compte.","Présentez-vous en agence, renseignez le bordereau et votre numéro Moov Money dans le motif; l’agence vérifie puis crédite le compte.",,,,,,,,,"Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Revendeur, Comment approvisionner un compte revendeur chez BGFIBank ?, devenir_revendeur",fr,https://moovmoney.ga/devenir-revendeur/,Comment approvisionner un compte revendeur chez BGFIBank ?,2026-07-21,0.65,À valider
KB0199,faq,faq_support,Support,,Quel est le numéro de contact Moov Money SA ?,Quel est le numéro de contact Moov Money SA ?,Quel est le numéro de contact Moov Money SA ? | Quel est le numero de contact Moov Money SA ? | quel est le numéro de contact moov money sa  ?,+241 11 79 22 00 est affiché dans le pied de page du site.,+241 11 79 22 00 est affiché dans le pied de page du site.,,,,,,,,,"Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Support, Quel est le numéro de contact Moov Money SA ?, faq_support",fr,https://moovmoney.ga/contact/,Quel est le numéro de contact Moov Money SA ?,2026-07-21,0.65,À valider
KB0200,faq,faq_support,Support,,Quel est l’e-mail général Moov Money ?,Quel est l’e-mail général Moov Money ?,Quel est l’e-mail général Moov Money ? | Quel est l’e-mail general Moov Money ? | quel est l’e-mail général moov money  ?,contact@moovmoney.ga est affiché dans le pied de page; une autre adresse apparaît sur la page Contact.,contact@moovmoney.ga est affiché dans le pied de page; une autre adresse apparaît sur la page Contact.,,,,,,,,,"Escalate when the information is contradictory, the account must be verified, or the issue involves fraud, a blocked account, or an unrecognized transaction.","Support, Quel est l’e-mail général Moov Money ?, faq_support",fr,https://moovmoney.ga/contact/,Quel est l’e-mail général Moov Money ?,2026-07-21,0.65,À valider
KB0201,tariff,depot_argent,Moov Money,,Dépôt / achat de crédit,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 100 et 1000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 100 à 1000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 100 et 1000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",Frais: 0 FCFA (Gratuit). | Fee type: Gratuit | Fee value: 0 | Unit: FCFA | Minimum amount: 100 | Maximum amount: 1000,,Gratuit: 0 FCFA,100–1000 FCFA,,,,,,,"Moov Money, Dépôt / achat de crédit, depot_argent",fr,https://moovmoney.ga/grille-tarifaire-client/,Dépôt / achat de crédit,2026-07-21,0.95,Official public source
KB0202,tariff,retrait_argent,Moov Money,,Retrait d’espèces,Quels sont les frais de Retrait d’espèces pour un montant compris entre 100 et 1000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 100 à 1000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 100 et 1000 FCFA, les frais indiqués sont de 3 % (Pourcentage).",Frais: 3 % (Pourcentage). | Fee type: Pourcentage | Fee value: 3 | Unit: % | Minimum amount: 100 | Maximum amount: 1000,,Pourcentage: 3 %,100–1000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Retrait d’espèces, retrait_argent",fr,https://moovmoney.ga/grille-tarifaire-client/,Retrait d’espèces,2026-07-21,0.95,Official public source
KB0203,tariff,devenir_marchand,Moov Money,,Paiement marchand,Quels sont les frais de Paiement marchand pour un montant compris entre 100 et 1000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 100 à 1000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 100 et 1000 FCFA, les frais indiqués sont de 10 FCFA (Forfait).",Frais: 10 FCFA (Forfait). | Fee type: Forfait | Fee value: 10 | Unit: FCFA | Minimum amount: 100 | Maximum amount: 1000,,Forfait: 10 FCFA,100–1000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Paiement marchand, devenir_marchand",fr,https://moovmoney.ga/grille-tarifaire-client/,Paiement marchand,2026-07-21,0.95,Official public source
KB0204,tariff,moov_money,Moov Money,,Transfert vers Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 100 et 1000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 100 à 1000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 100 et 1000 FCFA, les frais indiqués sont de 10 FCFA (Forfait).",Frais: 10 FCFA (Forfait). | Fee type: Forfait | Fee value: 10 | Unit: FCFA | Minimum amount: 100 | Maximum amount: 1000,,Forfait: 10 FCFA,100–1000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Transfert vers Moov Money, moov_money",fr,https://moovmoney.ga/grille-tarifaire-client/,Transfert vers Moov Money,2026-07-21,0.95,Official public source
KB0205,tariff,depot_argent,Moov Money,,Dépôt / achat de crédit,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 1001 et 5000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 1001 à 5000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 1001 et 5000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",Frais: 0 FCFA (Gratuit). | Fee type: Gratuit | Fee value: 0 | Unit: FCFA | Minimum amount: 1001 | Maximum amount: 5000,,Gratuit: 0 FCFA,1001–5000 FCFA,,,,,,,"Moov Money, Dépôt / achat de crédit, depot_argent",fr,https://moovmoney.ga/grille-tarifaire-client/,Dépôt / achat de crédit,2026-07-21,0.95,Official public source
KB0206,tariff,retrait_argent,Moov Money,,Retrait d’espèces,Quels sont les frais de Retrait d’espèces pour un montant compris entre 1001 et 5000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 1001 à 5000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 1001 et 5000 FCFA, les frais indiqués sont de 3 % (Pourcentage).",Frais: 3 % (Pourcentage). | Fee type: Pourcentage | Fee value: 3 | Unit: % | Minimum amount: 1001 | Maximum amount: 5000,,Pourcentage: 3 %,1001–5000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Retrait d’espèces, retrait_argent",fr,https://moovmoney.ga/grille-tarifaire-client/,Retrait d’espèces,2026-07-21,0.95,Official public source
KB0207,tariff,devenir_marchand,Moov Money,,Paiement marchand,Quels sont les frais de Paiement marchand pour un montant compris entre 1001 et 5000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 1001 à 5000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 1001 et 5000 FCFA, les frais indiqués sont de 50 FCFA (Forfait).",Frais: 50 FCFA (Forfait). | Fee type: Forfait | Fee value: 50 | Unit: FCFA | Minimum amount: 1001 | Maximum amount: 5000,,Forfait: 50 FCFA,1001–5000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Paiement marchand, devenir_marchand",fr,https://moovmoney.ga/grille-tarifaire-client/,Paiement marchand,2026-07-21,0.95,Official public source
KB0208,tariff,moov_money,Moov Money,,Transfert vers Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 1001 et 5000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 1001 à 5000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 1001 et 5000 FCFA, les frais indiqués sont de 50 FCFA (Forfait).",Frais: 50 FCFA (Forfait). | Fee type: Forfait | Fee value: 50 | Unit: FCFA | Minimum amount: 1001 | Maximum amount: 5000,,Forfait: 50 FCFA,1001–5000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Transfert vers Moov Money, moov_money",fr,https://moovmoney.ga/grille-tarifaire-client/,Transfert vers Moov Money,2026-07-21,0.95,Official public source
KB0209,tariff,depot_argent,Moov Money,,Dépôt / achat de crédit,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 5001 et 10000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 5001 à 10000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 5001 et 10000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",Frais: 0 FCFA (Gratuit). | Fee type: Gratuit | Fee value: 0 | Unit: FCFA | Minimum amount: 5001 | Maximum amount: 10000,,Gratuit: 0 FCFA,5001–10000 FCFA,,,,,,,"Moov Money, Dépôt / achat de crédit, depot_argent",fr,https://moovmoney.ga/grille-tarifaire-client/,Dépôt / achat de crédit,2026-07-21,0.95,Official public source
KB0210,tariff,retrait_argent,Moov Money,,Retrait d’espèces,Quels sont les frais de Retrait d’espèces pour un montant compris entre 5001 et 10000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 5001 à 10000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 5001 et 10000 FCFA, les frais indiqués sont de 3 % (Pourcentage).",Frais: 3 % (Pourcentage). | Fee type: Pourcentage | Fee value: 3 | Unit: % | Minimum amount: 5001 | Maximum amount: 10000,,Pourcentage: 3 %,5001–10000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Retrait d’espèces, retrait_argent",fr,https://moovmoney.ga/grille-tarifaire-client/,Retrait d’espèces,2026-07-21,0.95,Official public source
KB0211,tariff,devenir_marchand,Moov Money,,Paiement marchand,Quels sont les frais de Paiement marchand pour un montant compris entre 5001 et 10000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 5001 à 10000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 5001 et 10000 FCFA, les frais indiqués sont de 100 FCFA (Forfait).",Frais: 100 FCFA (Forfait). | Fee type: Forfait | Fee value: 100 | Unit: FCFA | Minimum amount: 5001 | Maximum amount: 10000,,Forfait: 100 FCFA,5001–10000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Paiement marchand, devenir_marchand",fr,https://moovmoney.ga/grille-tarifaire-client/,Paiement marchand,2026-07-21,0.95,Official public source
KB0212,tariff,moov_money,Moov Money,,Transfert vers Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 5001 et 10000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 5001 à 10000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 5001 et 10000 FCFA, les frais indiqués sont de 100 FCFA (Forfait).",Frais: 100 FCFA (Forfait). | Fee type: Forfait | Fee value: 100 | Unit: FCFA | Minimum amount: 5001 | Maximum amount: 10000,,Forfait: 100 FCFA,5001–10000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Transfert vers Moov Money, moov_money",fr,https://moovmoney.ga/grille-tarifaire-client/,Transfert vers Moov Money,2026-07-21,0.95,Official public source
KB0213,tariff,depot_argent,Moov Money,,Dépôt / achat de crédit,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 10001 et 20000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 10001 à 20000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 10001 et 20000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",Frais: 0 FCFA (Gratuit). | Fee type: Gratuit | Fee value: 0 | Unit: FCFA | Minimum amount: 10001 | Maximum amount: 20000,,Gratuit: 0 FCFA,10001–20000 FCFA,,,,,,,"Moov Money, Dépôt / achat de crédit, depot_argent",fr,https://moovmoney.ga/grille-tarifaire-client/,Dépôt / achat de crédit,2026-07-21,0.95,Official public source
KB0214,tariff,retrait_argent,Moov Money,,Retrait d’espèces,Quels sont les frais de Retrait d’espèces pour un montant compris entre 10001 et 20000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 10001 à 20000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 10001 et 20000 FCFA, les frais indiqués sont de 3 % (Pourcentage).",Frais: 3 % (Pourcentage). | Fee type: Pourcentage | Fee value: 3 | Unit: % | Minimum amount: 10001 | Maximum amount: 20000,,Pourcentage: 3 %,10001–20000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Retrait d’espèces, retrait_argent",fr,https://moovmoney.ga/grille-tarifaire-client/,Retrait d’espèces,2026-07-21,0.95,Official public source
KB0215,tariff,devenir_marchand,Moov Money,,Paiement marchand,Quels sont les frais de Paiement marchand pour un montant compris entre 10001 et 20000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 10001 à 20000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 10001 et 20000 FCFA, les frais indiqués sont de 150 FCFA (Forfait).",Frais: 150 FCFA (Forfait). | Fee type: Forfait | Fee value: 150 | Unit: FCFA | Minimum amount: 10001 | Maximum amount: 20000,,Forfait: 150 FCFA,10001–20000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Paiement marchand, devenir_marchand",fr,https://moovmoney.ga/grille-tarifaire-client/,Paiement marchand,2026-07-21,0.95,Official public source
KB0216,tariff,moov_money,Moov Money,,Transfert vers Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 10001 et 20000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 10001 à 20000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 10001 et 20000 FCFA, les frais indiqués sont de 150 FCFA (Forfait).",Frais: 150 FCFA (Forfait). | Fee type: Forfait | Fee value: 150 | Unit: FCFA | Minimum amount: 10001 | Maximum amount: 20000,,Forfait: 150 FCFA,10001–20000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Transfert vers Moov Money, moov_money",fr,https://moovmoney.ga/grille-tarifaire-client/,Transfert vers Moov Money,2026-07-21,0.95,Official public source
KB0217,tariff,depot_argent,Moov Money,,Dépôt / achat de crédit,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 20001 et 30000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 20001 à 30000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 20001 et 30000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",Frais: 0 FCFA (Gratuit). | Fee type: Gratuit | Fee value: 0 | Unit: FCFA | Minimum amount: 20001 | Maximum amount: 30000,,Gratuit: 0 FCFA,20001–30000 FCFA,,,,,,,"Moov Money, Dépôt / achat de crédit, depot_argent",fr,https://moovmoney.ga/grille-tarifaire-client/,Dépôt / achat de crédit,2026-07-21,0.95,Official public source
KB0218,tariff,retrait_argent,Moov Money,,Retrait d’espèces,Quels sont les frais de Retrait d’espèces pour un montant compris entre 20001 et 30000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 20001 à 30000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 20001 et 30000 FCFA, les frais indiqués sont de 3 % (Pourcentage).",Frais: 3 % (Pourcentage). | Fee type: Pourcentage | Fee value: 3 | Unit: % | Minimum amount: 20001 | Maximum amount: 30000,,Pourcentage: 3 %,20001–30000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Retrait d’espèces, retrait_argent",fr,https://moovmoney.ga/grille-tarifaire-client/,Retrait d’espèces,2026-07-21,0.95,Official public source
KB0219,tariff,devenir_marchand,Moov Money,,Paiement marchand,Quels sont les frais de Paiement marchand pour un montant compris entre 20001 et 30000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 20001 à 30000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 20001 et 30000 FCFA, les frais indiqués sont de 200 FCFA (Forfait).",Frais: 200 FCFA (Forfait). | Fee type: Forfait | Fee value: 200 | Unit: FCFA | Minimum amount: 20001 | Maximum amount: 30000,,Forfait: 200 FCFA,20001–30000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Paiement marchand, devenir_marchand",fr,https://moovmoney.ga/grille-tarifaire-client/,Paiement marchand,2026-07-21,0.95,Official public source
KB0220,tariff,moov_money,Moov Money,,Transfert vers Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 20001 et 30000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 20001 à 30000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 20001 et 30000 FCFA, les frais indiqués sont de 200 FCFA (Forfait).",Frais: 200 FCFA (Forfait). | Fee type: Forfait | Fee value: 200 | Unit: FCFA | Minimum amount: 20001 | Maximum amount: 30000,,Forfait: 200 FCFA,20001–30000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Transfert vers Moov Money, moov_money",fr,https://moovmoney.ga/grille-tarifaire-client/,Transfert vers Moov Money,2026-07-21,0.95,Official public source
KB0221,tariff,depot_argent,Moov Money,,Dépôt / achat de crédit,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 30001 et 40000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 30001 à 40000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 30001 et 40000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",Frais: 0 FCFA (Gratuit). | Fee type: Gratuit | Fee value: 0 | Unit: FCFA | Minimum amount: 30001 | Maximum amount: 40000,,Gratuit: 0 FCFA,30001–40000 FCFA,,,,,,,"Moov Money, Dépôt / achat de crédit, depot_argent",fr,https://moovmoney.ga/grille-tarifaire-client/,Dépôt / achat de crédit,2026-07-21,0.95,Official public source
KB0222,tariff,retrait_argent,Moov Money,,Retrait d’espèces,Quels sont les frais de Retrait d’espèces pour un montant compris entre 30001 et 40000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 30001 à 40000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 30001 et 40000 FCFA, les frais indiqués sont de 3 % (Pourcentage).",Frais: 3 % (Pourcentage). | Fee type: Pourcentage | Fee value: 3 | Unit: % | Minimum amount: 30001 | Maximum amount: 40000,,Pourcentage: 3 %,30001–40000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Retrait d’espèces, retrait_argent",fr,https://moovmoney.ga/grille-tarifaire-client/,Retrait d’espèces,2026-07-21,0.95,Official public source
KB0223,tariff,devenir_marchand,Moov Money,,Paiement marchand,Quels sont les frais de Paiement marchand pour un montant compris entre 30001 et 40000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 30001 à 40000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 30001 et 40000 FCFA, les frais indiqués sont de 250 FCFA (Forfait).",Frais: 250 FCFA (Forfait). | Fee type: Forfait | Fee value: 250 | Unit: FCFA | Minimum amount: 30001 | Maximum amount: 40000,,Forfait: 250 FCFA,30001–40000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Paiement marchand, devenir_marchand",fr,https://moovmoney.ga/grille-tarifaire-client/,Paiement marchand,2026-07-21,0.95,Official public source
KB0224,tariff,moov_money,Moov Money,,Transfert vers Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 30001 et 40000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 30001 à 40000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 30001 et 40000 FCFA, les frais indiqués sont de 250 FCFA (Forfait).",Frais: 250 FCFA (Forfait). | Fee type: Forfait | Fee value: 250 | Unit: FCFA | Minimum amount: 30001 | Maximum amount: 40000,,Forfait: 250 FCFA,30001–40000 FCFA,,,,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"Moov Money, Transfert vers Moov Money, moov_money",fr,https://moovmoney.ga/grille-tarifaire-client/,Transfert vers Moov Money,2026-07-21,0.95,Official public source
