faq_id,faq_type,intent,category,question,question_variants,answer,security_notice,source_url,confidence_score,validation_status
FAQ0125,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 80001 et 90000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 80001 à 90000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 80001 et 90000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0126,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 80001 et 90000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 80001 à 90000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 80001 et 90000 FCFA, les frais indiqués sont de 500 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0127,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 80001 et 90000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 80001 à 90000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 80001 et 90000 FCFA, les frais indiqués sont de 500 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0128,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 90001 et 100000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 90001 à 100000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 90001 et 100000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0129,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 90001 et 100000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 90001 à 100000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 90001 et 100000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0130,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 90001 et 100000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 90001 à 100000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 90001 et 100000 FCFA, les frais indiqués sont de 550 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0131,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 90001 et 100000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 90001 à 100000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 90001 et 100000 FCFA, les frais indiqués sont de 550 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0132,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 100001 et 150000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 100001 à 150000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 100001 et 150000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0133,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 100001 et 150000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 100001 à 150000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 100001 et 150000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0134,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 100001 et 150000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 100001 à 150000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 100001 et 150000 FCFA, les frais indiqués sont de 600 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0135,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 100001 et 150000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 100001 à 150000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 100001 et 150000 FCFA, les frais indiqués sont de 600 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0136,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 150001 et 160000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 150001 à 160000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 150001 et 160000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0137,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 150001 et 160000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 150001 à 160000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 150001 et 160000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0138,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 150001 et 160000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 150001 à 160000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 150001 et 160000 FCFA, les frais indiqués sont de 650 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0139,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 150001 et 160000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 150001 à 160000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 150001 et 160000 FCFA, les frais indiqués sont de 650 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0140,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 160001 et 250000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 160001 à 250000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 160001 et 250000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0141,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 160001 et 250000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 160001 à 250000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 160001 et 250000 FCFA, les frais indiqués sont de 5000 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0142,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 160001 et 250000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 160001 à 250000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 160001 et 250000 FCFA, les frais indiqués sont de 700 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0143,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 160001 et 250000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 160001 à 250000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 160001 et 250000 FCFA, les frais indiqués sont de 700 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0144,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 250001 et 300000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 250001 à 300000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 250001 et 300000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0145,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 250001 et 300000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 250001 à 300000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 250001 et 300000 FCFA, les frais indiqués sont de 5000 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0146,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 250001 et 300000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 250001 à 300000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 250001 et 300000 FCFA, les frais indiqués sont de 750 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0147,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 250001 et 300000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 250001 à 300000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 250001 et 300000 FCFA, les frais indiqués sont de 750 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0148,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 300001 et 350000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 300001 à 350000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 300001 et 350000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0149,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 300001 et 350000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 300001 à 350000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 300001 et 350000 FCFA, les frais indiqués sont de 5000 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0150,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 300001 et 350000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 300001 à 350000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 300001 et 350000 FCFA, les frais indiqués sont de 800 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0151,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 300001 et 350000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 300001 à 350000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 300001 et 350000 FCFA, les frais indiqués sont de 800 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0152,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 350001 et 400000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 350001 à 400000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 350001 et 400000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0153,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 350001 et 400000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 350001 à 400000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 350001 et 400000 FCFA, les frais indiqués sont de 5000 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0154,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 350001 et 400000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 350001 à 400000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 350001 et 400000 FCFA, les frais indiqués sont de 850 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0155,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 350001 et 400000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 350001 à 400000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 350001 et 400000 FCFA, les frais indiqués sont de 850 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0156,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 400001 et 450000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 400001 à 450000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 400001 et 450000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0157,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 400001 et 450000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 400001 à 450000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 400001 et 450000 FCFA, les frais indiqués sont de 5000 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0158,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 400001 et 450000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 400001 à 450000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 400001 et 450000 FCFA, les frais indiqués sont de 900 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0159,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 400001 et 450000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 400001 à 450000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 400001 et 450000 FCFA, les frais indiqués sont de 900 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0160,Derived from official page,depot_argent,Moov Money,Quels sont les frais de Dépôt / achat de crédit pour un montant compris entre 450001 et 500000 FCFA ?,Quels sont les frais de Dépôt / achat de crédit pour un montant de 450001 à 500000 FCFA ? | Combien coûte Dépôt / achat de crédit ? | frais depot / achat de credit,"Pour Dépôt / achat de crédit entre 450001 et 500000 FCFA, les frais indiqués sont de 0 FCFA (Gratuit).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0161,Derived from official page,retrait_argent,Moov Money,Quels sont les frais de Retrait d’espèces pour un montant compris entre 450001 et 500000 FCFA ?,Quels sont les frais de Retrait d’espèces pour un montant de 450001 à 500000 FCFA ? | Combien coûte Retrait d’espèces ? | frais retrait d’especes,"Pour Retrait d’espèces entre 450001 et 500000 FCFA, les frais indiqués sont de 5000 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0162,Derived from official page,devenir_marchand,Moov Money,Quels sont les frais de Paiement marchand pour un montant compris entre 450001 et 500000 FCFA ?,Quels sont les frais de Paiement marchand pour un montant de 450001 à 500000 FCFA ? | Combien coûte Paiement marchand ? | frais paiement marchand,"Pour Paiement marchand entre 450001 et 500000 FCFA, les frais indiqués sont de 1000 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0163,Derived from official page,moov_money,Moov Money,Quels sont les frais de Transfert vers Moov Money pour un montant compris entre 450001 et 500000 FCFA ?,Quels sont les frais de Transfert vers Moov Money pour un montant de 450001 à 500000 FCFA ? | Combien coûte Transfert vers Moov Money ? | frais transfert vers moov money,"Pour Transfert vers Moov Money entre 450001 et 500000 FCFA, les frais indiqués sont de 1000 FCFA (Forfait).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0164,Derived from official page,moov_money,Moov Money,Quels sont les frais de Consultation de solde ?,Quels sont les frais de Consultation de solde ? | Combien coûte Consultation de solde ? | frais consultation de solde,Frais: 0 FCFA (Gratuit).,,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0165,Derived from official page,moov_money,Moov Money,Quels sont les frais de Changement de mot de passe ?,Quels sont les frais de Changement de mot de passe ? | Combien coûte Changement de mot de passe ? | frais changement de mot de passe,Frais: 0 FCFA (Gratuit).,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0166,Derived from official page,moov_money,Moov Money,Quels sont les frais de Changement de surnom ?,Quels sont les frais de Changement de surnom ? | Combien coûte Changement de surnom ? | frais changement de surnom,Frais: 10 FCFA (Forfait).,,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0167,Derived from official page,moov_money,Moov Money,Quels sont les frais de Rapport de transactions ?,Quels sont les frais de Rapport de transactions ? | Combien coûte Rapport de transactions ? | frais rapport de transactions,Frais: 10 FCFA (Forfait).,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0168,Derived from official page,moov_money,Moov Money,Quels sont les frais de Informations ?,Quels sont les frais de Informations ? | Combien coûte Informations ? | frais informations,Frais: 0 FCFA (Gratuit).,,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0169,Derived from official page,moov_money,Moov Money,Quels sont les frais de Création de compte ?,Quels sont les frais de Création de compte ? | Combien coûte Création de compte ? | frais creation de compte,Frais: 0 FCFA (Gratuit).,,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0170,Derived from official page,moov_money,Moov Money,Quels sont les frais de Annulation P2P ?,Quels sont les frais de Annulation P2P ? | Combien coûte Annulation P2P ? | frais annulation p2p,Frais: 200 FCFA (Forfait).,,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0171,Derived from official page,banking_uba,UBA Banking,Quels sont les frais de Moov Money vers banque pour un montant compris entre 1000 et 160000 FCFA ?,Quels sont les frais de Moov Money vers banque pour un montant de 1000 à 160000 FCFA ? | Combien coûte Moov Money vers banque ? | frais moov money vers banque,"Pour Moov Money vers banque entre 1000 et 160000 FCFA, les frais indiqués sont de 3 % (Pourcentage).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0172,Derived from official page,banking_uba,UBA Banking,Quels sont les frais de Moov Money vers banque pour un montant compris entre 160001 et 500000 FCFA ?,Quels sont les frais de Moov Money vers banque pour un montant de 160001 à 500000 FCFA ? | Combien coûte Moov Money vers banque ? | frais moov money vers banque,"Pour Moov Money vers banque entre 160001 et 500000 FCFA, les frais indiqués sont de 5000 FCFA (Forfait).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0173,Derived from official page,banking_uba,UBA Banking,Quels sont les frais de Banque vers Moov Money pour un montant compris entre 1000 et 500000 FCFA ?,Quels sont les frais de Banque vers Moov Money pour un montant de 1000 à 500000 FCFA ? | Combien coûte Banque vers Moov Money ? | frais banque vers moov money,"Pour Banque vers Moov Money entre 1000 et 500000 FCFA, les frais indiqués sont de 500 FCFA (Forfait).",,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0174,Derived from official page,banking_uba,UBA Banking,Quels sont les frais de Consultation solde bancaire ?,Quels sont les frais de Consultation solde bancaire ? | Combien coûte Consultation solde bancaire ? | frais consultation solde bancaire,Frais: 100 FCFA (Forfait).,,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0175,Derived from official page,banking_uba,UBA Banking,Quels sont les frais de Consultation historique bancaire ?,Quels sont les frais de Consultation historique bancaire ? | Combien coûte Consultation historique bancaire ? | frais consultation historique bancaire,Frais: 100 FCFA (Forfait).,,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0176,Derived from official page,retrait_argent,BGFI GAB,Quels sont les frais de Retrait sans carte pour un montant compris entre 5000 et 165000 FCFA ?,Quels sont les frais de Retrait sans carte pour un montant de 5000 à 165000 FCFA ? | Combien coûte Retrait sans carte ? | frais retrait sans carte,"Pour Retrait sans carte entre 5000 et 165000 FCFA, les frais indiqués sont de 3 % (Pourcentage).","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0177,Derived from official page,retrait_argent,BGFI GAB,Quels sont les frais de Retrait sans carte ?,Quels sont les frais de Retrait sans carte ? | Combien coûte Retrait sans carte ? | frais retrait sans carte,Frais: 5000 FCFA (Forfait).,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0178,Derived from official page,partenaire,Partenaire,Quels sont les frais de Achat unités MobileDan ?,Quels sont les frais de Achat unités MobileDan ? | Combien coûte Achat unités MobileDan ? | frais achat unites mobiledan,Frais: 100 FCFA (Forfait).,,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0179,Derived from official page,partenaire,Partenaire,Quels sont les frais de Paiement facture SEEG ?,Quels sont les frais de Paiement facture SEEG ? | Combien coûte Paiement facture SEEG ? | frais paiement facture seeg,Frais: 500 FCFA (Forfait).,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0180,Derived from official page,payer_canal,Partenaire,Quels sont les frais de Réabonnement Canal+ ?,Quels sont les frais de Réabonnement Canal+ ? | Combien coûte Réabonnement Canal+ ? | frais reabonnement canal+,Frais: 0 FCFA (Gratuit).,,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0181,Derived from official page,payer_satcon,Partenaire,Quels sont les frais de Réabonnement SATCON ?,Quels sont les frais de Réabonnement SATCON ? | Combien coûte Réabonnement SATCON ? | frais reabonnement satcon,Frais: 0 FCFA (Gratuit).,,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
